success,url,postal_code_used,zone_type,selected_store,main_price,product_name_debug,error,attempt
True,https://www.auchan.fr/lactel-lait-demi-ecreme-uht/pr-C1178046,95520,Grande Ville,Auchan Drive Osny,7.38€,Lait demi-écrémé UHT,,1
True,https://www.auchan.fr/lactel-lait-demi-ecreme-uht/pr-C1178046,95600,Grande Ville,Auchan Drive Taverny,7.56€,Lait demi-écrémé UHT,,1
True,https://www.auchan.fr/president-beurre-tendre-doux/pr-C1161744,95400,Grande Ville,Auchan Drive Sarcelles,3.29€,Beurre tendre doux,,1
True,https://www.auchan.fr/president-beurre-tendre-doux/pr-C1161744,95520,Grande Ville,Auchan Drive Osny,3.10€,Beurre tendre doux,,1
True,https://www.auchan.fr/president-beurre-tendre-doux/pr-C1161744,95600,Grande Ville,Auchan Drive Taverny,3.29€,Beurre tendre doux,,1
True,https://www.auchan.fr/auchan-saumon-fume-de-norvege/pr-C1739358,95400,Grande Ville,Auchan Drive Sarcelles,5.99€,Saumon fumé de Norvège,,1
True,https://www.auchan.fr/auchan-saumon-fume-de-norvege/pr-C1739358,95520,Grande Ville,Auchan Drive Osny,5.99€,Saumon fumé de Norvège,,1
True,https://www.auchan.fr/auchan-saumon-fume-de-norvege/pr-C1739358,95600,Grande Ville,Auchan Drive Taverny,5.99€,Saumon fumé de Norvège,,1
False,https://www.auchan.fr/tomates-rondes-prix-bas/pr-C1508608,95400,Grande Ville,Auchan Drive Sarcelles,Erreur,Tomates rondes prix bas,TimeoutException: Message: Conteneur prix non trouvé après sélection magasin ,3
True,https://www.auchan.fr/tomates-rondes-prix-bas/pr-C1508608,95520,Grande Ville,Auchan Drive Osny,1.99€,Tomates rondes prix bas,,1
True,https://www.auchan.fr/tomates-rondes-prix-bas/pr-C1508608,95600,Grande Ville,Auchan Drive Taverny,1.99€,Tomates rondes prix bas,,1
False,https://www.auchan.fr/mandarines/pr-C1348411,95400,Grande Ville,Auchan Drive Sarcelles,Erreur,Mandarines,TimeoutException: Message: Conteneur prix non trouvé après sélection magasin ,3
True,https://www.auchan.fr/mandarines/pr-C1348411,95520,Grande Ville,Auchan Drive Osny,5.99€,Mandarines,,1
True,https://www.auchan.fr/mandarines/pr-C1348411,95600,Grande Ville,Auchan Drive Taverny,5.99€,Mandarines,,1
True,https://www.auchan.fr/auchan-bio-pommes-bicolores/pr-C1350146,95400,Grande Ville,Auchan Drive Sarcelles,3.49€,Pommes bicolores,,1
True,https://www.auchan.fr/auchan-bio-pommes-bicolores/pr-C1350146,95520,Grande Ville,Auchan Drive Osny,3.49€,Pommes bicolores,,1
True,https://www.auchan.fr/auchan-bio-pommes-bicolores/pr-C1350146,95600,Grande Ville,Auchan Drive Taverny,3.49€,Pommes bicolores,,1
True,https://www.auchan.fr/poireaux-botte/pr-C1349061,95400,Grande Ville,Auchan Drive Sarcelles,2.49€,Poireaux botte,,1
True,https://www.auchan.fr/poireaux-botte/pr-C1349061,95520,Grande Ville,Auchan Drive Osny,2.79€,Poireaux botte,,2
True,https://www.auchan.fr/poireaux-botte/pr-C1349061,95600,Grande Ville,Auchan Drive Taverny,2.79€,Poireaux botte,,1
True,https://www.auchan.fr/barilla-spaghetti-n5/pr-C1241472,95400,Grande Ville,Auchan Drive Sarcelles,1.05€,Spaghetti n°5,,1
True,https://www.auchan.fr/barilla-spaghetti-n5/pr-C1241472,95520,Grande Ville,Auchan Drive Osny,1.01€,Spaghetti n°5,,1
True,https://www.auchan.fr/barilla-spaghetti-n5/pr-C1241472,95600,Grande Ville,Auchan Drive Taverny,1.05€,Spaghetti n°5,,1
True,https://www.auchan.fr/auchan-riz-basmati-pret-en-11-min/pr-C1240661,95400,Grande Ville,Auchan Drive Sarcelles,2.74€,Riz basmati prêt en 11 min,,1
True,https://www.auchan.fr/auchan-riz-basmati-pret-en-11-min/pr-C1240661,95520,Grande Ville,Auchan Drive Osny,2.74€,Riz basmati prêt en 11 min,,1
True,https://www.auchan.fr/auchan-riz-basmati-pret-en-11-min/pr-C1240661,95600,Grande Ville,Auchan Drive Taverny,2.74€,Riz basmati prêt en 11 min,,1
True,https://www.auchan.fr/nutella-pate-a-tartiner-aux-noisettes/pr-C1266974,95400,Grande Ville,Auchan Drive Sarcelles,6.79€,Pâte à tartiner aux noisettes,,1
True,https://www.auchan.fr/nutella-pate-a-tartiner-aux-noisettes/pr-C1266974,95520,Grande Ville,Auchan Drive Osny,6.34€,Pâte à tartiner aux noisettes,,1
True,https://www.auchan.fr/nutella-pate-a-tartiner-aux-noisettes/pr-C1266974,95600,Grande Ville,Auchan Drive Taverny,6.79€,Pâte à tartiner aux noisettes,,1
True,https://www.auchan.fr/l-or-espresso-capsules-de-cafe-sontuoso-intensite-8-compatibles-nespresso/pr-C1265287,95400,Grande Ville,Auchan Drive Sarcelles,3.41€,Capsules de café sontuoso intensité 8 compatibles Nespresso,,1
False,https://www.auchan.fr/l-or-espresso-capsules-de-cafe-sontuoso-intensite-8-compatibles-nespresso/pr-C1265287,95520,Grande Ville,Auchan Drive Osny,Erreur,Capsules de café sontuoso intensité 8 compatibles Nespresso,TimeoutException: Message: Conteneur prix non trouvé après sélection magasin ,3
False,https://www.auchan.fr/l-or-espresso-capsules-de-cafe-sontuoso-intensite-8-compatibles-nespresso/pr-C1265287,95600,Grande Ville,Auchan Drive Taverny,Erreur,Capsules de café sontuoso intensité 8 compatibles Nespresso,TimeoutException: Message: Conteneur prix non trouvé après sélection magasin ,3
True,https://www.auchan.fr/kellogg-s-miel-pops-cereales-au-miel/pr-C1262767,95400,Grande Ville,Auchan Drive Sarcelles,3.46€,Miel pops Céréales au miel,,1
True,https://www.auchan.fr/kellogg-s-miel-pops-cereales-au-miel/pr-C1262767,95520,Grande Ville,Auchan Drive Osny,3.46€,Miel pops Céréales au miel,,1
True,https://www.auchan.fr/kellogg-s-miel-pops-cereales-au-miel/pr-C1262767,95600,Grande Ville,Auchan Drive Taverny,3.46€,Miel pops Céréales au miel,,1
True,https://www.auchan.fr/heinz-tomato-ketchup-flacon-souple/pr-C1235749,95400,Grande Ville,Auchan Drive Sarcelles,2.61€,Tomato ketchup flacon souple,,1
True,https://www.auchan.fr/heinz-tomato-ketchup-flacon-souple/pr-C1235749,95520,Grande Ville,Auchan Drive Osny,2.61€,Tomato ketchup flacon souple,,1
True,https://www.auchan.fr/heinz-tomato-ketchup-flacon-souple/pr-C1235749,95600,Grande Ville,Auchan Drive Taverny,2.74€,Tomato ketchup flacon souple,,1
True,https://www.auchan.fr/maille-moutarde-fine-de-dijon-l-originale-en-bocal/pr-C1603452,95400,Grande Ville,Auchan Drive Sarcelles,1.79€,Moutarde fine de Dijon l'Originale en bocal,,1
True,https://www.auchan.fr/maille-moutarde-fine-de-dijon-l-originale-en-bocal/pr-C1603452,95520,Grande Ville,Auchan Drive Osny,1.71€,Moutarde fine de Dijon l'Originale en bocal,,1
True,https://www.auchan.fr/maille-moutarde-fine-de-dijon-l-originale-en-bocal/pr-C1603452,95600,Grande Ville,Auchan Drive Taverny,1.79€,Moutarde fine de Dijon l'Originale en bocal,,1
True,https://www.auchan.fr/puget-huile-d-olive-vierge-extra/pr-C1752122,95400,Grande Ville,Auchan Drive Sarcelles,11.54€,Huile d'olive vierge extra,,1
True,https://www.auchan.fr/puget-huile-d-olive-vierge-extra/pr-C1752122,95520,Grande Ville,Auchan Drive Osny,11.32€,Huile d'olive vierge extra,,1
True,https://www.auchan.fr/puget-huile-d-olive-vierge-extra/pr-C1752122,95600,Grande Ville,Auchan Drive Taverny,11.27€,Huile d'olive vierge extra,,1
True,https://www.auchan.fr/c-est-qui-le-patron-farine-t65/pr-C1307866,95400,Grande Ville,Auchan Drive Sarcelles,1.39€,Farine T65,,1
False,https://www.auchan.fr/c-est-qui-le-patron-farine-t65/pr-C1307866,95520,Grande Ville,Auchan Drive Osny,Erreur,Farine T65,TimeoutException: Message: Conteneur prix non trouvé après sélection magasin ,3
False,https://www.auchan.fr/c-est-qui-le-patron-farine-t65/pr-C1307866,95600,Grande Ville,Auchan Drive Taverny,Erreur,Farine T65,TimeoutException: Message: Conteneur prix non trouvé après sélection magasin ,3
True,https://www.auchan.fr/pouce-sucre-blanc-en-poudre/pr-C1259942,95400,Grande Ville,Auchan Drive Sarcelles,1.46€,Sucre blanc en poudre,,1
True,https://www.auchan.fr/pouce-sucre-blanc-en-poudre/pr-C1259942,95520,Grande Ville,Auchan Drive Osny,1.40€,Sucre blanc en poudre,,1
True,https://www.auchan.fr/pouce-sucre-blanc-en-poudre/pr-C1259942,95600,Grande Ville,Auchan Drive Taverny,1.43€,Sucre blanc en poudre,,1
True,https://www.auchan.fr/auchan-cerneaux-de-noix/pr-C1184340,95400,Grande Ville,Auchan Drive Sarcelles,3.97€,Cerneaux de noix,,1
True,https://www.auchan.fr/auchan-cerneaux-de-noix/pr-C1184340,95520,Grande Ville,Auchan Drive Osny,3.76€,Cerneaux de noix,,1
True,https://www.auchan.fr/auchan-cerneaux-de-noix/pr-C1184340,95600,Grande Ville,Auchan Drive Taverny,3.91€,Cerneaux de noix,,1
False,https://www.auchan.fr/auchan-gourmet-cultivons-le-bon-truffe-noire-entiere-extra/pr-C1351854,95400,Grande Ville,Auchan Drive Sarcelles,Erreur,CULTIVONS LE BON Truffe noire entière extra,TimeoutException: Message: Conteneur prix non trouvé après sélection magasin ,3
False,https://www.auchan.fr/auchan-gourmet-cultivons-le-bon-truffe-noire-entiere-extra/pr-C1351854,95520,Grande Ville,Auchan Drive Osny,Erreur,CULTIVONS LE BON Truffe noire entière extra,TimeoutException: Message: Conteneur prix non trouvé après sélection magasin ,3
False,https://www.auchan.fr/auchan-gourmet-cultivons-le-bon-truffe-noire-entiere-extra/pr-C1351854,95600,Grande Ville,Auchan Drive Taverny,Erreur,CULTIVONS LE BON Truffe noire entière extra,TimeoutException: Message: Conteneur prix non trouvé après sélection magasin ,3
True,https://www.auchan.fr/maitre-prunille-pruneaux-d-agen-geants-denoyautes-igp/pr-C1194386,95400,Grande Ville,Auchan Drive Sarcelles,6.11€,Pruneaux d'Agen géants dénoyautés IGP,,1
False,https://www.auchan.fr/maitre-prunille-pruneaux-d-agen-geants-denoyautes-igp/pr-C1194386,95520,Grande Ville,Auchan Drive Osny,Erreur,Pruneaux d'Agen géants dénoyautés IGP,TimeoutException: Message: Conteneur prix non trouvé après sélection magasin ,3
False,https://www.auchan.fr/maitre-prunille-pruneaux-d-agen-geants-denoyautes-igp/pr-C1194386,95600,Grande Ville,Auchan Drive Taverny,Erreur,Pruneaux d'Agen géants dénoyautés IGP,TimeoutException: Message: Conteneur prix non trouvé après sélection magasin ,3
True,https://www.auchan.fr/la-favorite-dattes-ravier/pr-C1200691,95400,Grande Ville,Auchan Drive Sarcelles,2.27€,Dattes ravier,,1
False,https://www.auchan.fr/la-favorite-dattes-ravier/pr-C1200691,95520,Grande Ville,Auchan Drive Osny,Erreur,Dattes ravier,TimeoutException: Message: Conteneur prix non trouvé après sélection magasin ,3
True,https://www.auchan.fr/la-favorite-dattes-ravier/pr-C1200691,95600,Grande Ville,Auchan Drive Taverny,2.27€,Dattes ravier,,1
True,https://www.auchan.fr/croc-frais-olives-vertes-de-grece-denoyautees-a-l-ail-thym-et-persil/pr-C1509864,95400,Grande Ville,Auchan Drive Sarcelles,3.19€,Olives vertes de Grèce dénoyautées à l'ail thym et persil,,1
False,https://www.auchan.fr/croc-frais-olives-vertes-de-grece-denoyautees-a-l-ail-thym-et-persil/pr-C1509864,95520,Grande Ville,Auchan Drive Osny,Erreur,Olives vertes de Grèce dénoyautées à l'ail thym et persil,TimeoutException: Message: Conteneur prix non trouvé après sélection magasin ,3
False,https://www.auchan.fr/croc-frais-olives-vertes-de-grece-denoyautees-a-l-ail-thym-et-persil/pr-C1509864,95600,Grande Ville,Auchan Drive Taverny,Erreur,Olives vertes de Grèce dénoyautées à l'ail thym et persil,TimeoutException: Message: Conteneur prix non trouvé après sélection magasin ,3
